"F1","F2","F3","F4","Country","Status"
-1.83961692473214,-1.04974144267517,0.482929705251414,0.317906238424614,"Afghanistan","Developing"
0.0131067144776191,0.676071591041028,-0.383209048402546,-1.11873538449035,"Albania","Developing"
-0.310743194762387,0.638974476960828,0.0142659864570844,-0.544036686602867,"Algeria","Developing"
-0.134735448470382,-2.04695082562131,0.222989719291331,0.902896293409981,"Angola","Developing"
-0.552576154029169,0.851885492200035,-0.466680943401037,-0.36170314843389,"Antigua and Barbuda","Developing"
1.29701065918774,0.288054496925316,0.0508024490590915,-0.104787632755553,"Argentina","Developing"
0.0858564198263368,0.143364751872786,-0.395283615427225,-0.5692471719012,"Armenia","Developing"
1.94845130984046,-0.116537824309985,0.225460534921332,-0.366843129955006,"Australia","Developed"
1.14093489717756,-0.105257572658198,0.0331714187553778,-0.741290711611596,"Austria","Developed"
0.109165222267529,-0.472736525491905,-0.316599227598828,-0.644073085459388,"Azerbaijan","Developing"
0.508215830248065,0.623316134049471,-0.232962565101018,0.0901485838819432,"Bahamas","Developing"
-0.279020008388529,1.11569061827881,-0.00428168435551699,-0.93197612055546,"Bahrain","Developing"
-2.09636018908774,1.18252669248006,1.08311636597184,-0.618175585316911,"Bangladesh","Developing"
0.602722369723469,0.0429876947108772,0.00705504241925713,-0.673024057422365,"Barbados","Developing"
1.15300153614708,0.428296685147248,-0.0602562754570941,0.840516782345071,"Belarus","Developing"
1.41883291397765,0.523811742984993,0.106506326502511,-0.314455202859524,"Belgium","Developed"
0.0605518737417458,0.801713849942942,-0.205119194632274,0.075893699864644,"Belize","Developing"
-0.90478880142451,-0.56965339343524,-0.171478848174334,0.64576891136158,"Benin","Developing"
-2.71506381765503,1.78467365978478,0.0541280649165918,0.509523056953176,"Bhutan","Developing"
0.581899298346125,-0.072259303010908,-0.299075686928603,0.134191949448365,"Bolivia (Plurinational State of)","Developing"
0.126804453816153,-0.619692591683499,-0.433382981144284,-0.965756222880395,"Bosnia and Herzegovina","Developing"
0.266236482424781,1.53463488821256,0.112112780290536,3.67679572565034,"Botswana","Developing"
0.576041249537261,0.864522799709676,0.35735240606323,0.249757752725127,"Brazil","Developing"
-0.482367162719983,1.12636053959851,0.0123852154748102,-0.89681505743477,"Brunei Darussalam","Developing"
0.737264991761713,0.514588894252096,-0.149829111531375,-0.106037548679968,"Bulgaria","Developed"
-1.34449262815856,-0.303746060548032,-0.284756230721837,0.467082538562726,"Burkina Faso","Developing"
-1.33477598607097,0.698407161898135,-0.322663251762517,1.16203311152571,"Burundi","Developing"
-0.761399956306594,0.177976205235097,-0.113074154050304,-0.579878082487061,"Cabo Verde","Developing"
-1.36614597588675,-0.0960765528560121,-0.107405914249196,-0.0726942201208288,"Cambodia","Developing"
-0.412747329273774,-0.442626961132106,0.0527958721836473,1.09161583909443,"Cameroon","Developing"
1.67205393166285,-0.265868593438511,0.113600972058303,-0.376261499450892,"Canada","Developing"
-0.719210590241513,-2.29597356990782,-0.529559864723881,0.89455515597235,"Central African Republic","Developing"
-0.754706745346334,-3.29838976188234,-0.316840157629816,-0.445256324257035,"Chad","Developing"
1.02379283681954,-0.197712448593142,-0.149337869688663,-0.792485644947103,"Chile","Developing"
-0.0326985242537845,0.433906097731458,1.83404691309403,-0.929840681057731,"China","Developing"
0.341703748049499,-0.311640258425045,-0.266042303527267,-0.487858853098918,"Colombia","Developing"
-0.993485204679438,-0.65636033646595,-0.461633333500731,0.289628719247692,"Comoros","Developing"
-0.399327893483143,-1.37619949510215,-0.207536518083931,1.03807347004638,"Congo","Developing"
0.524587800291431,-0.827824017193463,-0.316288064275167,-0.995358537227268,"Costa Rica","Developing"
0.844269193291608,0.519254010735845,-0.111571396009349,-0.385131946649318,"Croatia","Developed"
0.211549554929263,0.735686828749829,-0.12907366575542,-0.834514304213379,"Cuba","Developing"
0.79153946697693,0.571815775488416,-0.151323925926794,-0.754388297651541,"Cyprus","Developed"
0.960247444300774,0.70700968283165,-0.0382282754716415,-0.520359081011036,"Czechia","Developed"
-0.414509894883552,-0.568549601203531,-0.0204681178410419,2.23144670090697,"Côte d'Ivoire","Developing"
-0.609726279400326,0.636130491106316,-0.225178297768355,-0.0199263962108026,"Democratic People's Republic of Korea","Developing"
-0.661535773848264,-2.00393390263322,1.22025246222898,0.143842496401464,"Democratic Republic of the Congo","Developing"
1.66001185964188,-0.105583987938797,0.143048469200542,-0.401157470153588,"Denmark","Developed"
-1.15584962738357,-0.317958197726506,-0.698043110466688,0.733516411188751,"Djibouti","Developing"
0.491305843437346,-0.369688303181645,-0.159522701007359,-0.241013323619042,"Dominican Republic","Developing"
0.530214058789233,-0.188334905524018,-0.297318610278176,-0.299945026476831,"Ecuador","Developing"
-0.0922207833861313,0.849389325620147,0.0171651680482446,0.0630351889929527,"Egypt","Developing"
0.34447418997261,-0.0554977026252456,-0.366271129544072,-0.063994475346699,"El Salvador","Developing"
-0.0444227385166287,-2.9967193358419,-0.378134534352044,0.266743656998399,"Equatorial Guinea","Developing"
-1.97659861993618,0.653064318200861,-0.677068514963062,0.903299018260926,"Eritrea","Developing"
1.13561672422072,0.590979349597768,0.000365158050294471,0.418093619505005,"Estonia","Developing"
-0.591547349193958,-1.8492448208272,0.922811085420317,0.488156800519298,"Ethiopia","Developing"
-0.0135058806285843,0.790723182234047,-0.198138654399995,-0.384226938969224,"Fiji","Developing"
1.41399838747448,0.594392161558515,0.0969434601846382,-0.23649406860734,"Finland","Developing"
1.58653939026653,0.424260518553048,0.158792919212857,-0.140809870038489,"France","Developing"
0.374208895281933,-1.52039304456039,-0.0322417403937851,0.33950963095606,"Gabon","Developing"
